bib,name,gender,country,age_group,point,overall_rank,group_rank,gender_rank,time_overall,time_swim,time_bike,time_run,time_T1,time_T2,link,certificate
1270,"Corti, Marco",male,ita,30-34,"3,492",171,25,154,11:21:32,01:09:32,05:03:33,05:01:11,00:03:12,00:04:04,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=1270&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=1270&rd=20161112
178,"Jenn Chyuan, Lai",male,mys,25-29,"1,881",447,34,385,13:50:46,01:26:04,06:34:28,05:31:41,00:06:53,00:11:40,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=178&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=178&rd=20161112
490,"Yuen, Wai Hong",male,mys,35-39,"1,214",595,114,516,15:09:14,01:27:57,07:28:01,05:55:35,00:10:21,00:07:20,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=490&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=490&rd=20161112
442,"Choon How, Wee",male,mys,35-39,"2,064",464,88,399,13:58:26,01:25:41,06:42:24,05:39:36,00:04:27,00:06:18,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=442&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=442&rd=20161112
666,"ng, ching khooi",male,mys,40-44,"1,286",539,84,464,14:39:59,01:26:24,06:45:58,06:07:43,00:08:01,00:11:53,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=666&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=666&rd=20161112
113,"Lemholt, Jacob",male,dnk,18-24,"5,000",81,1,73,10:31:23,01:07:49,05:23:28,03:54:08,00:03:29,00:02:29,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=113&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=113&rd=20161112
864,"Ong, Justin",male,sgp,45-49,0,--,--,--,13:50:14,01:45:23,08:22:18,03:16:29,00:09:02,00:17:02,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=864&rd=2016-11-12,
142,"YEE HONG, TAN",male,mys,25-29,"1,000",716,51,619,16:06:25,01:26:45,07:14:22,07:01:55,00:08:12,00:15:11,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=142&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=142&rd=20161112
623,"Tomco, Dusan",male,cze,40-44,"4,290",78,8,70,10:29:36,01:03:57,05:31:09,03:47:32,00:02:56,00:04:02,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=623&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=623&rd=20161112
221,"Feliciano, Siegfried",male,phl,30-34,"1,000",723,110,626,16:10:30,01:30:40,07:40:57,06:32:35,00:13:40,00:12:38,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=221&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=221&rd=20161112
646,"Cheung, Wai Kei",male,hkg,40-44,"1,929",430,63,369,13:46:23,01:03:41,07:00:07,05:27:04,00:05:54,00:09:37,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=646&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=646&rd=20161112
130,"Agustyan, Ryan",male,idn,25-29,"1,968",419,32,361,13:43:31,01:38:19,06:38:21,05:11:46,00:04:00,00:11:05,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=130&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=130&rd=20161112
725,"Schneider, Simon Florian",male,deu,40-44,"2,355",346,47,293,13:10:52,01:28:07,06:08:28,05:20:39,00:05:20,00:08:18,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=725&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=725&rd=20161112
713,"Tan, Shi Yong Jeremy",male,sgp,40-44,"1,434",515,79,443,14:27:36,01:35:51,07:14:41,05:18:36,00:09:04,00:09:24,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=713&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=713&rd=20161112
332,"Anand, Ingit",male,ind,30-34,"1,797",417,63,359,13:42:45,01:18:45,07:09:34,04:58:02,00:07:58,00:08:26,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=332&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=332&rd=20161112
541,"Mangeant, Olivier",male,fra,35-39,"3,481",221,41,193,12:00:19,01:17:48,06:24:06,04:09:10,00:03:31,00:05:44,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=541&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=541&rd=20161112
923,"Patil, Anand Balaram",male,ind,50-54,"2,123",527,26,453,14:34:16,01:34:58,07:14:21,05:22:39,00:11:55,00:10:23,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=923&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=923&rd=20161112
846,"Shibaya, Toshio",male,jpn,45-49,0,--,--,--,DNF,01:20:15,--:--:--,--:--:--,00:07:39,---,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=846&rd=2016-11-12,
282,"Griffiths, Oliver",male,gbr,30-34,"3,896",113,17,103,10:47:50,01:11:19,05:56:19,03:30:51,00:05:29,00:03:52,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=282&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=282&rd=20161112
803,"Emoto, Hiroaki",male,jpn,45-49,0,--,--,--,DNF,01:47:36,08:39:50,--:--:--,00:07:53,---,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=803&rd=2016-11-12,
624,"Imaeda, Makoto",male,jpn,40-44,"3,886",137,18,125,11:03:15,00:59:15,05:40:17,04:16:27,00:01:51,00:05:25,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=624&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=624&rd=20161112
16,"Elosegi, Eneko",male,esp,PRO,"3,945",47,15,43,10:07:03,01:01:16,05:01:13,04:00:28,00:01:59,00:02:07,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=16&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=16&rd=20161112
469,"Hradecky, Bernhard",male,aut,35-39,0,--,--,--,DNF,01:00:26,--:--:--,--:--:--,00:03:43,---,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=469&rd=2016-11-12,
613,"Gröbli, Alexander",male,che,40-44,"4,506",51,4,47,10:11:37,01:11:57,05:10:09,03:43:46,00:03:25,00:02:20,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=613&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=613&rd=20161112
1245,"Ripper, Jess",male,jpn,35-39,"4,260",124,29,113,10:55:27,01:03:12,05:20:28,04:25:17,00:03:04,00:03:26,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=1245&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=1245&rd=20161112
592,"Mueller, Holger",male,deu,40-44,"1,266",542,85,467,14:41:38,01:58:28,06:44:09,05:18:45,00:19:58,00:20:18,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=592&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=592&rd=20161112
172,"Cadario, Anthony",male,fra,25-29,"5,000",18,1,17,09:30:51,01:01:41,05:08:39,03:15:07,00:03:03,00:02:21,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=172&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=172&rd=20161112
1275,"Radkar, Kaustubh",male,ind,30-34,"2,618",275,46,235,12:34:19,00:55:35,06:35:56,04:50:12,00:04:26,00:08:10,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=1275&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=1275&rd=20161112
686,"Swee, Hsien Ming",male,sgp,40-44,"1,000",780,130,682,16:35:11,01:34:17,08:20:29,06:08:46,00:14:27,00:17:12,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=686&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=686&rd=20161112
619,"Alvianto, Gerry",male,idn,40-44,"2,419",333,44,282,13:05:30,01:26:32,06:28:50,04:52:22,00:10:00,00:07:46,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=619&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=619&rd=20161112
119,"Yadav, Ram Sahai",male,ind,18-24,"1,744",575,16,497,15:02:40,01:51:39,08:06:41,04:52:04,00:07:26,00:04:50,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=119&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=119&rd=20161112
206,"Ang Poh Yin, Chris",female,mys,25-29,"2,120",705,5,95,15:59:53,01:50:24,07:30:26,06:22:18,00:11:42,00:05:03,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=206&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=206&rd=20161112
25,"Palazzi, Ryan",male,aus,PRO,0,--,--,--,DNF,00:52:40,04:56:17,--:--:--,00:01:49,00:02:45,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=25&rd=2016-11-12,
286,"Lordianto, Andy",male,idn,30-34,"1,000",611,93,529,15:15:47,01:09:54,07:05:59,06:50:17,00:02:22,00:07:15,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=286&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=286&rd=20161112
349,"Minehan, Kerryn",female,aus,30-34,0,--,--,--,DNF,01:09:23,--:--:--,--:--:--,00:04:16,---,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=349&rd=2016-11-12,
737,"Miller, Brooke",female,aus,40-44,"3,904",289,13,44,12:42:22,01:17:10,06:10:06,05:07:42,00:03:56,00:03:28,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=737&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=737&rd=20161112
744,"Simone, Mayer",female,deu,40-44,"4,643",191,4,21,11:40:48,01:11:03,06:11:25,04:12:48,00:03:37,00:01:55,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=744&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=744&rd=20161112
689,"Munkhem, Navin",male,tha,40-44,"1,000",748,124,650,16:23:12,01:32:28,07:36:58,06:53:33,00:09:44,00:10:29,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=689&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=689&rd=20161112
458,"Won, Foo Yee",male,mys,35-39,"1,747",504,93,434,14:24:53,01:23:34,06:55:04,05:46:20,00:11:32,00:08:23,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=458&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=458&rd=20161112
296,"Loo, Kok Fatt",male,mys,30-34,0,--,--,--,15:36:29,02:03:32,07:48:09,05:22:39,00:09:56,00:12:13,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=296&rd=2016-11-12,
376,"Lee, Kim Tatt",male,mys,35-39,"2,805",319,57,270,12:56:41,01:30:02,06:22:32,04:46:15,00:08:52,00:09:00,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=376&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=376&rd=20161112
320,"Gotaco, Luis",male,phl,30-34,"1,000",742,111,644,16:19:48,01:48:24,07:35:51,06:38:18,00:09:14,00:08:01,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=320&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=320&rd=20161112
955,"Takikawa, Jiro",male,jpn,50-54,"2,155",522,25,448,14:31:38,01:27:49,06:37:41,06:09:28,00:04:11,00:12:29,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=955&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=955&rd=20161112
912,"Strange, Monique",female,aus,45-49,"2,794",461,8,64,13:54:27,01:20:25,06:32:35,05:44:54,00:08:22,00:08:11,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=912&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=912&rd=20161112
382,"Hon, Jack",male,mys,35-39,0,--,--,--,DNF,01:23:40,06:51:44,--:--:--,00:09:07,00:08:09,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=382&rd=2016-11-12,
437,"Choon, Goh Yong",male,mys,35-39,"2,556",360,67,307,13:17:24,01:32:03,05:57:46,05:35:29,00:06:20,00:05:46,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=437&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=437&rd=20161112
699,"Hoshuyama, Takayuki",male,jpn,40-44,"1,444",511,77,440,14:26:46,01:09:44,07:37:01,05:10:57,00:11:47,00:17:17,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=699&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=699&rd=20161112
595,"Hadjikoumis, Andreas",male,cyp,40-44,"3,161",235,30,202,12:03:40,01:33:53,05:51:58,04:28:02,00:05:37,00:04:10,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=595&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=595&rd=20161112
114,"Oshiro, Wataru",male,jpn,18-24,"2,836",395,11,339,13:31:41,01:03:10,06:42:44,05:33:57,00:05:42,00:06:08,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=114&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=114&rd=20161112
413,"Plieger, Christiaan",male,nld,35-39,"2,370",399,76,343,13:32:57,01:17:30,06:19:00,05:49:36,00:04:26,00:02:25,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=413&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=413&rd=20161112
235,"Habe, Tetsuya",male,jpn,30-34,"2,901",247,40,211,12:10:44,01:15:33,06:50:32,03:51:48,00:07:16,00:05:35,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=235&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=235&rd=20161112
1221,"Wortelboer, Willehard",male,nld,60-64,"4,540",311,3,262,12:55:15,01:21:59,05:59:15,05:25:32,00:04:28,00:04:01,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=1221&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=1221&rd=20161112
205,"Megat Idris, Puteri Nabilah",female,mys,25-29,0,--,--,--,DNF,01:46:29,07:50:08,--:--:--,00:08:52,00:10:03,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=205&rd=2016-11-12,
910,"Lee, Wei Wei",female,mys,45-49,0,--,--,--,15:35:53,01:59:31,08:00:17,05:19:53,00:09:52,00:06:20,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=910&rd=2016-11-12,
475,"Ooi, Renn Chan",male,mys,35-39,"1,168",602,116,522,15:13:07,01:38:02,07:31:19,05:38:44,00:13:55,00:11:07,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=475&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=475&rd=20161112
883,"Scartozzi, Sante",male,aus,45-49,0,--,--,--,DNF,01:27:11,--:--:--,--:--:--,00:08:17,---,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=883&rd=2016-11-12,
992,"Davies, Matthew",male,aus,55-59,"3,523",310,8,261,12:54:24,01:11:05,06:40:13,04:51:30,00:06:02,00:05:34,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=992&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=992&rd=20161112
1257,"Abdul Raof, Muhamad Rafik",male,mys,25-29,"3,470",190,15,170,11:38:19,01:21:53,05:56:19,04:11:06,00:03:01,00:06:00,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=1257&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=1257&rd=20161112
162,"Teo, Declan",male,sgp,25-29,"1,019",574,42,496,15:02:34,01:35:06,07:57:57,05:12:03,00:06:31,00:10:57,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=162&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=162&rd=20161112
118,"Matsui, Kazuya",male,jpn,18-24,0,--,--,--,DNF,01:28:31,07:41:40,--:--:--,00:05:22,00:07:45,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=118&rd=2016-11-12,
412,"Polesný, Martin",male,cze,35-39,"4,992",31,2,27,09:54:25,00:58:44,05:06:27,03:44:06,00:02:48,00:02:20,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=412&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=412&rd=20161112
236,"Wan, Kim Sui",male,mys,30-34,"1,000",596,90,517,15:09:27,01:32:00,07:30:50,05:48:31,00:10:40,00:07:26,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=236&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=236&rd=20161112
999,"Bryan, Peter",male,gbr,55-59,"2,179",553,14,475,14:46:21,01:17:20,06:56:49,06:15:35,00:08:39,00:07:58,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=999&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=999&rd=20161112
476,"Yamazaki, Takao",male,jpn,35-39,"4,765",57,12,52,10:13:20,01:05:22,05:35:07,03:27:19,00:03:26,00:02:06,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=476&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=476&rd=20161112
197,"Jian, Li",male,chn,25-29,"2,583",308,23,259,12:52:14,01:27:58,05:58:12,05:13:27,00:04:29,00:08:08,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=197&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=197&rd=20161112
1271,"Chen, Rupert",male,mys,30-34,"4,092",82,14,74,10:31:29,01:05:12,05:15:34,04:05:47,00:02:40,00:02:16,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=1271&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=1271&rd=20161112
602,"Alagao, Allan",male,phl,40-44,"1,000",808,136,704,16:49:24,01:36:31,08:19:12,06:31:41,00:10:07,00:11:53,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=602&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=602&rd=20161112
424,"Kim, Peng Fei",male,mys,35-39,"1,000",811,159,706,16:49:47,01:43:32,07:01:17,07:48:16,00:09:26,00:07:16,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=424&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=424&rd=20161112
103,"Hojuan, Atsushi",male,jpn,18-24,"3,508",277,8,237,12:35:43,00:58:21,06:20:04,05:09:22,00:03:21,00:04:35,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=103&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=103&rd=20161112
191,"Lau, Jun Tean",male,mys,25-29,0,--,--,--,16:47:57,01:40:05,08:41:37,06:03:26,00:13:01,00:09:48,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=191&rd=2016-11-12,
854,"Yau, Yin Sang",male,sgp,45-49,"2,534",324,47,274,12:59:46,01:33:44,06:46:28,04:20:36,00:09:04,00:09:54,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=854&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=854&rd=20161112
101,"Jallad, Mohammed Sherif",male,jor,18-24,"1,717",583,17,505,15:04:54,01:24:13,07:34:09,05:50:51,00:06:56,00:08:45,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=101&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=101&rd=20161112
988,"Raupach, Ken",male,aus,55-59,"4,726",157,2,142,11:14:09,01:26:48,05:27:00,04:11:09,00:04:30,00:04:42,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=988&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=988&rd=20161112
766,"Leong, Yew Hock Rudin",male,sgp,45-49,"1,089",569,84,491,15:00:13,01:34:02,07:37:56,05:22:55,00:08:53,00:16:27,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=766&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=766&rd=20161112
509,"Marek, Hannes",male,deu,35-39,"4,730",62,15,56,10:16:18,01:06:50,05:17:33,03:46:05,00:03:20,00:02:30,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=509&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=509&rd=20161112
347,"Yap, Celine",female,mys,30-34,"1,000",800,12,103,16:45:02,01:39:25,07:55:38,06:51:49,00:10:44,00:07:26,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=347&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=347&rd=20161112
1249,"Kaul, Rakesh",male,ind,40-44,"1,000",587,93,508,15:06:31,01:32:06,07:43:25,05:29:12,00:11:14,00:10:34,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=1249&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=1249&rd=20161112
179,"Leong, Weng Hong",male,mys,25-29,0,--,--,--,DNF,02:08:28,05:01:06,--:--:--,00:08:53,---,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=179&rd=2016-11-12,
443,"Weyland, Christian",male,lux,35-39,"4,926",38,6,34,09:59:54,01:08:36,04:59:37,03:46:11,00:02:56,00:02:34,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=443&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=443&rd=20161112
502,"Leslie, Mike",male,aus,35-39,"1,107",620,120,537,15:18:09,01:31:02,07:04:48,06:29:37,00:06:39,00:06:03,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=502&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=502&rd=20161112
862,"Annuar, Khairul Faizi",male,mys,45-49,0,--,--,--,15:57:01,01:42:10,08:03:35,05:49:06,00:10:20,00:11:50,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=862&rd=2016-11-12,
360,"Ravalo, Edrickson",male,phl,35-39,"1,000",679,129,587,15:44:52,01:27:00,07:18:50,06:43:54,00:07:26,00:07:42,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=360&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=360&rd=20161112
685,"Pentti, Janne",male,fin,40-44,"1,981",416,59,358,13:42:04,01:30:54,06:42:52,05:16:09,00:05:17,00:06:52,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=685&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=685&rd=20161112
507,"Mellerup, Soren",male,dnk,35-39,"4,903",41,8,37,10:01:52,01:00:31,05:08:42,03:45:49,00:03:29,00:03:21,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=507&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=507&rd=20161112
295,"Chiong, Carlo",male,phl,30-34,"2,911",243,39,208,12:09:57,01:19:03,06:09:17,04:29:38,00:06:26,00:05:33,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=295&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=295&rd=20161112
909,"Tan, Chai Eian",female,mys,45-49,"2,713",471,9,67,14:01:11,01:40:17,06:51:07,05:15:35,00:09:33,00:04:39,http://m.ap.ironman.com/triathlon/events/asiapac/ironman/malaysia/results.aspx?bidid=909&rd=2016-11-12,http://m.ap.ironman.com/finishercertificate.aspx?race=malaysia&bid=909&rd=20161112
